MassGrown Map Export

LocationName,Address,City,State,Zip,Description,Website,Phone
"Digger Foods Mobile Market","202 Chatham West Drive","Brockton","MA","02301","Chatham West; Thursday, 4:00 pm - 6:00 pm.","www.diggerfoods.org","",
"Pleasant Meadow Farm","1150 Main Street","Hingham","MA","02043","Beginning, intermediate, advanced. Summer day camp, Therapeutic instruction. Ages 5-65.","www.pleasantmeadowfarmhingham.com","(781) 704-5307",
"Lindentree Farm","10 Old Concord Road","Lincoln","MA","01773","Certified organic farm since 1993, currently pursuing biological growing methods, has shares available for the 2015 season. Three pick up days to choose from, Tuesday and Thursday 1:30-7:30 and Saturday 12-4. Two size shares, small and large. Families commit to a total of eight hours of work for the season, new members need to attend a pre-season orientation. Those who are interested but cannot make the orientation should call and arrange a meeting. Shares include in-season vegetables harvested fresh and pick your own items as well (eg. berries, cherry tomatoes, beans, flowers). Lindentree Farm supports 200 shares, the Lincoln Farmers' Market, the Field of Greens for a food security group in Cambridge and some restaurant clients.

CSA Products offered: Vegetables, Fruit, Flowers, herbs
Pickup(s): On Farm","www.facebook.com/profile.php?id=440595046051393&paipv=0&eav=AfZxISfzr5Jpe6kX9IaII4P7nH24mc4Q","(781) 259-8311",
"Digger Foods Mobile Market","469 Pine Grove Drive","Brockton","MA","02301","The Pines; Tuesday, 4:00 pm - 6:00 pm.","www.diggerfoods.org","",
"Sun Forest Farm","1251 West St","Stoughton","MA","02072","Honey. Call ahead.","","(617) 894-1464",
"Swampscott Farmers' Market","22 Monument Ave.","Swampscott","MA","01907","Town Hall; Dates & Time: June 9 to October 27; Sunday, 10:00 am - 1:00 pm; WIC & Senior Coupons Accepted.","www.swampscottfarmersmarket.org","",
"Digger Foods Mobile Market","125 Oak Street","Brockton","MA","02301","Raymond Elementary School; First and Third Saturdays, 1:30 pm - 3:30 pm.","www.diggerfoods.org","",
"Columbia Farm","9 Kendall Ave.","Sherborn","MA","01770","Sale of hay & Herford cattle.","","(508) 655-6778",
"Sunshine Farm","41 Kendall Avenue","Sherborn","MA","01770","3rd generation farm. Ice Cream window May-October. PYO strawberries, blueberries, raspberries, peaches and apples! May flower sales-annuals, vegetables, hanging baskets. Homegrown fruits and vegetables and baked goods. Check website for events and pyo conditions. IPM, naturally grown. 

CSA product categories offered: Fruits and Vegetables
Pickup(s): On Farm. 
","sunshinefarmma.com/","(508) 655-5022",
"World Peas CSA Pick-Up","Flatbread Company, 213 Burlington Rd. ","Bedford","MA","01730","CSA Pick-up Location: 213 Burlington Rd. ","www.nesfp.org/NewEntryCSA ","",
"Farmer Dave's - CSA Pick-Up","6 Salem St.","Reading","MA","01867","CSA Pick-up Days: Old South United Methodist Church, Thursday, Starting in June.","farmerdaves.csaware.com/store/","978-349-1952",
"Friends of Holly Hill Farm","236 Jerusalem Road","Cohasset","MA","02025","Certified Organic Farmstand. Value added products and produce from local sources. Plants and organic gardening supplies. Education programs for school groups, summer camps, and adult workshops. Barn yard animals and 130 acres of woods with trails to walk.

Coupons accepted Saturdays from 9:00 am - 3:00 pm.","www.hollyhillfarm.org","(781) 383-6565",
"Chestnut Hill Farm - CSA Pick-Up","Framingham YMCA, 280 Old Connecticut Path","Framingham","MA","01701","CSA Pick-Up Days: Thursday, starting in June","www.thetrustees.org/places-to-visit/csa/chestnut-hill-farm-csa","(413) 212-8492",
"Digger Foods Mobile Market","105 Belair Street","Brockton","MA","02301","Belair Tower; Thursday, 12:30 pm - 2:30 pm. ","www.diggerfoods.org","",
"Farmer Dave's - CSA Pick-Up","335 Cambridge St.","Burlington","MA","01803","CSA Pick-up Location: Burlington Presbyterian Church. CSA Pick-up Days: Monday, Starting in June.","farmerdaves.csaware.com/store/","978-349-1952",
"Rockland Farmers Market","146 Hingham Street","Rockland","MA","02370","Dates & Time: 4/22, 5/6, 5/20, 6/10, 8/5, 8/19, 9/16; Saturday, 11:00 am - 3:00 pm.","www.facebook.com/farmersmarket02370/","",
"Newhall Fields Community Farm","193 Lynn St","Peabody","MA","01960","Nonprofit organic practicing farm. 140 perennial herbs and 40 varieties of vegetables, herbs, and fruits. On-farm programs for all ages and abilities through volunteering, internships, youth programs, field trips, farm tours, and farm-based education programs. Open June - October bi-weekly on Thursday 11:30 am - 1 pm and 4:00 pm - 6:00 pm.  ","newhallfieldscommunityfarm.org","(978) 595-1778",
"Ward's Berry Farm","614 South Main Street","Sharon","MA","02067","Family-run farm & market. PYO strawberries, blueberries, peaches, raspberries & pumpkins in season. Hayrides in strawberry & pumpkin seasons. Year-round: fresh produce, home-baked goods, gourmet cheeses, aritisan breads, sandwiches, smoothies, ice cream, farm animals, picnic & children's play areas. Corn maze & hay-pyramid in fall.","wardsberryfarm.com","(781) 784-3600",
"Sharon View Nursery","630 South Main Street","Sharon","MA","02067","Boutique Nursery/Garden center. 5 acres large caliper trees, mature shrubs, topiary, and rare varieties. Garden ornament of high quality. Handcrafted pottery, organic fertilizers, and pest control.","www.facebook.com/TheSharonViewNursery","(781) 784-5858",
"New England Nurseries","216 Concord Road","Bedford","MA","01730","","www.newenglandnurseries.com","(781) 275-2525",
"Mahoney's Garden Center","1625 Sudbury Road","Concord ","MA","01742","Family-run home and garden center with eight retail locations in Winchester, Tewksbury, Concord, Brighton, Falmouth, Osterville and Chelmsford, and a growing facility in Woburn. Full-service garden center dedicated to providing the highest quality and largest selection of garden plants, gardening products, and gardening services. ","mahoneysgarden.com","(978) 371-1214",
"North Gate Farm","999 Concord Road","Sudbury ","MA","01776","Riding lessons and show stable. Beginner thru rated shows. 2016 IEA National Champion, Upper and Middle School teams. Boarding and Leasing available.","www.northgatefarm.net","(978) 443-0999",
"Bogastow Farm Project","245 Ridge Street","Millis","MA","02054","Lamb, wool, blueberries.","bogastowfarmproject.com/","(508) 794-9003",
"Tree House Farms","243 Ridge st","Millis","MA","02054","Farm stand open by appointment","www.facebook.com/TreeHouseFarmsMA/","(469) 733-8581",
"Cohasset Farmers' Market","Cohasset Common","Cohasset","MA","02025","Dates & Time: June 8 to October 5; Thursday, 2:00 pm - 6:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted with select vendors only. ","www.facebook.com/cohassetfarmersmarket","",
"Verrill Farms","11 Wheeler Road","Concord ","MA","01742","Farmstand, tented picnic area, events during summer in historical agricultural area. June, Strawberry Fest; July, Blueberry Pancake Breakfast; Aug., Corn Fest; Sept., Barbeque; October, Harvest Day. Tent area rental for parties. ","www.Verrillfarm.com","(978) 369-4494",
"Hopestill Farm","117 Mill St.","Sherborn","MA","01770","Certified organic vegetables and small fruits; cut-your-own Christmas trees. Daily May to December. Spring and summer CSA. Tag and cut certified organic Christmas trees; tagging begins in November. Call for appt.","www.hopestill.com","(508) 653-5421",
"Maitland Mountain Farm","23 Cedarcrest Avenue","Salem","MA","01947","Started as a pickle operation has evolved into a full line of artisan goods. Produce over twenty different pickled products, a handful of fermented offerings, fresh eggs and a large selection of seasonal produce selection. Also offer large selection of native & exotic plants on the farm. ","www.maitlandfarms.com","(978) 548-8455",
"Run and Gun Ranch","123 Seekonk Street","Norfolk","MA","02056","Train and sell Western horses, cows, barrels, poles, CMS, pleasure. Board horses and hold events at our arenas.","www.runandgunranch.com/index.htm","617-930-9004",
"Eric's Flower and Plant Emporium","1090 Main Street","Reading","MA","01867","","www.ericsfloweremporium.com/index.html","(781) 944-0547",
"Blue Stem Natives","376 Washington Street","Norwell","MA","02061","A women-owned native plant nursery, and garden center, focused on increasing accessibility and knowledge of native plants of New England.","www.bluestemnatives.com","(781) 738-4869",
"Colonial Gardens Florist and Greenhouses","442 Fitchburg Tpk. Route 117","Concord ","MA","01742","Family owned florist and greenhouse grower operating garden center year round. Grow the majority of the plants we sell, and seasonally grow cut flowers in our greenhouses for our florist shop as well!","www.colonialgardensflorist.com/","(978) 369-2554",
"Hornstra Dairy Farm","246 Prospect St","Norwell","MA","02061","Opened in 1915, Hornstra is one of the last working dairy farms on the "South Shore". Offer a variety of fresh dairy and food products through home delivery and the farm store (open year round). Seasonal Dairy Bar scoops our handcrafted ice creams from April through mid-October.","hornstrafarms.com","(781) 749-1222",
"Brockton Farmers' Market","45 School Street","Brockton","MA","02301","City Hall Plaza; Dates & Time: June 7 to October 25; Friday 10:00 am - 2:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted.","www.brockton.ma.us","",
"Langwater Farm","209 Washington St","Easton","MA","02356","Family owned, certified organic fruit and vegetable farm in North Easton, MA. Offer a wide variety of delicious certified organic produce. Hayrides, field trips, and other farm events. Farmstand open from early May to late December. Pick your own certified organic strawberries weekends in June! Email for more information

CSA Products offered: Fruits and Vegetables
Pickup(s): On Farm

","www.langwaterfarm.com","(508) 205-9665",
"Digger Foods Mobile Market","464 Centre Street","Brockton","MA","02302","East Middle School; Second and Fourth Saturdays, 10:00 am - 12:00 pm.","www.diggerfoods.org","",
"North Easton Farmers' Market","209 Washington Street","NORTH EASTON","MA","02356","Dates & Time: May 2 to October 24; Thursday, 2:00 pm - 6:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted with select vendors. ","www.langwaterfarm.com/langwater-farmers-market","",
"Kilkern Farm","172 Ridge Street","Millis","MA","02054","Boarding, lesson, and training facility, competition training and show preparation. Welcome all ages and experience.","www.kilkernfarm.com","561-797-6716",
"Digger Foods Mobile Market","135 Belmont Street","Brockton","MA","02301","Arnone Elementary School; First and Third Saturdays, 10:00 am - 12:00 pm.","www.diggerfoods.org","",
"Silverwood Organic Farm","195 Western Ave","Sherborn","MA","01770","USDA Certified Organic CSA Produce & Flower Shares Available
Pickup(s): On Farm","www.silverwoodorganicfarm.com","(508) 545-1380",
"Digger Foods Mobile Market","250 Crescent Street","Brockton","MA","02302","Plouffe Middle School; Second and Fourth Saturdays, 1:30 pm - 3:30 pm. ","www.diggerfoods.org","",
"Langwater Winter Farmers Market","215 Washington Street","Easton","MA","02356","Langwater Farm; Dates & Times: November 4 to April 27; Saturday, 10:00 am - 2:00 pm. ","www.langwaterfarm.com/langwater-farmers-market/ ","",
"Billerica Farmers' Market","793 Boston Road","Billerica","MA","01821","Dates & Time: June 17 to October 14; Monday, 3:00 pm - 7:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted.","www.billericacommunityfarmersmarket.org","",
"Native Plant Trust/Garden in the Woods","180 Hemenway Road","Framingham","MA","01701","Nation%u2019s first plant conservation organization and the only one solely focused on New England%u2019s native plants. Open daily: 10am-5pm. ","www.nativeplanttrust.org/","(508) 877-7630",
"Tangerini's Spring Street Farm","139 Spring Street","Millis","MA","02054","A 67 acre working family farm. The famers diverse operation include the growing and selling of a wide variety fresh fruits and vegetable (using organic methods), cut flower, annuals, perennials and hanging basket. The farm has a farmstand, a 200 member CSA, an ice cream shop. We offer PYO, birthday parties, hayrides, (evening too!), farm tours. 

CSA Product offered: Vegetables, Fruit, Flowers
Pickup(s): On Farm
SNAP accepted at the farmstand Sunday to Friday through November 22
Coupons accepted daily 9 am - 7 pm.","www.Tangerinisfarm.com","(978) 906-3230",
"North Star Farm","342 Mt. Blue Street","Norwell","MA","02061","Lessons beginner to advanced. Ages 4-90. Dressage, Western, Saddleseat, Huntseat. Day Summer camps. Boarding, 4-H, Horse shows. Breeding/Foaling. Intro to Rodeo.","www.northstar-farm.com","(781) 834-5740",
"Eleazer Davis Farm","255 Davis Road","Bedford","MA","01730","Breeding, Boarding, Training, Competition of Olympic Discipline Sport horses","www.edfarm.net","(781) 640-8488",
"Brockton Fairgrounds Farmers' Market","600 Belmont St-Brockton Fairgrounds","Brockton","MA","02301","Dates & Times: July 13 to October 26; Saturday, 9:00 am - 12:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted.","","",
"Cohasset & Village Greenery","805 Chief Justic Hwy","Cohasset","MA","02025","","www.cohassetvillagegreenery.com/","(781) 383-2333",
"Natural Resources Trust-Sheep Pasture Farm","307 Main Street","Easton","MA","02356","NRT's Sheep Pasture Farm is home to sheep, goats, chickens, turkeys, and ducks. Open to the public & have walking trails. NRT of Easton is a non-profit, member & donation supported organization. Also offer hay for sale.","www.nrtofeaston.org","(508) 238-6049",
"Cross Street Flower Farm","4 Jacobs Lane","Norwell","MA","02061","Grow over 50 varieties of specialty cut flowers on 7 acres at the historic Jacobs Farm in Norwell, MA. We offer a flower CSA, and a seasonal retail flower shop in the historic barn from April to October. We host Cut Your Own Bouquet events and educational workshops on the farm during the growing season. ","www.crossstreetflowerfarm.com","(617) 259-0896",
"Framingham/Village Green Farmers' Market","Edgell Rd, Village Green at Framingham Center","Framingham","MA","01701","Dates & Times: June to 20 to October 10; Thursday, 3:00 pm - 7:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted.","www.framinghamma.gov/3520/Farmers-Market","",
"North Road Fairview Road","206 North Road","Sudbury ","MA","01776","","www.northroadfairviewfarm.com/","(978) 369-4328",
"Clodhopper Farm","140 Causeway Street","Millis","MA","02054","Family owned, focused on sustainable, responsible growing. Greens, radishes, beets, carrots, onions, garlic, zucchini, summer squash, cabbage, tomatoes, cucumbers, peaches, potatoes, eggplant, peppers, sweet corn, winter squash, pumpkins and more. Free home delivery within 10 miles of Millis. Proudly accept both SNAP & HIP. ","www.clodhopper.farm","(617) 899-7250",
"Edgebrook Homestead ","5 Edgebrook Rd","Framingham","MA","01701","Small-scale farm producer of fresh chicken/duck/quail eggs, herbs, produce, 100% pure honey, and value-added products. Cayuga and Welsh Harlequin duck breeding stock. New products are added yearly. ","www.facebook.com/EdgebrookHomestead/ ","(617) 610-6199",
"Hutchins Farm","754 Monument Street","Concord ","MA","01742","Hutchins Farm is one of the oldest Certified Organic farms in the region with a wide variety of seasonal produce. We grow all the produce we sell, and all our edible crops are Certified Organic. The farm stand is open seasonally with beautiful views of our production fields.

Open: Tuesday - Saturday 11:00 am - 6:00 pm,  Sunday 11:00 am - 5:00 pm, June to October, closed 7/4.","www.hutchinsfarm.com","(978) 369-5041",
"Blue Meadow Farm","120 Nobscot Road","Sudbury ","MA","01776","Offer horseback riding lessons, training-sales of horses open year round. Blueberries PYO. Please call ahead for availability.","www.bluemeadowfarm.net","(978) 443-3880",
"Earth Landscape","6 Tulip St.","Salem","MA","01970","","www.organicearthcare.com","(978) 744-1475",
"Hanover Farmers Market","287 Cedar Street","Hanover","MA","02339","Dates and Time: Third Sundays of the month, 10:00 am - 2:00 pm; May 19 to November 17.","www.thehalelife.com/hanover-farmers-market","",
"Twillingate Gardens & Flower Shop","136 Hudson Road","Sudbury ","MA","01776","Sudbury%u2019s oldest flower shop with the newest ideas. Have been serving the Boston Metrowest area for more than 50 years, following tradition.","www.facebook.com/p/Twillingate-Gardens-Flower-Shop-100063723215284/","(978) 443-6643",
"Chris' Farmstand","11 Lake St","Peabody","MA","01960","Fresh fruits and vegetables, meat & eggs at our farmstands. May to November. Daily 10 am -6 pm.","www.chrisfarmstand.com","(978) 994-4315",
"Siena Farms ","113 Haynes Road ","Sudbury ","MA","01776","Family-farm in its 14th year of operation, cultivating 50 acres of protected farmland in Sudbury and Concord, MA. All of Siena Farms produce is grown using traditionally sustainable farming practices: free of chemical herbicides, pesticides, fungicides and fertilizers. Over 100 varieties of vegetables grown for 500+ member CSA community, farmstores in Boston, and select restaurants and chefs. 

CSA products offered: Vegetables, Pantry Items, Sunflowers. Pickup available on farm and various locations throughout the Greater Boston Area. Home delivery also available. 

","www.sienafarms.com","(978) 261-5365",
"Norfolk Farmers Market","2 Liberty Lane","Norfolk","MA","02056","Town Hill; Dates & Time: June 5 to September 25; Wednesday, 3:00 pm - 7:00 pm. ","www.facebook.com/norfolkmafarmersmarket","",
"Wilmington Farmers' Market","142 Middlesex Ave","Wilmington","MA","01887","Swain Green; Dates & Time: June 2 to October 6; Sunday, 10:00 am - 1:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted.

","www.wilmingtonfarmersmarket.com/","",
"Farmer Dave's - CSA Pick-Up","175 Middlesex Ave.","Wilmington","MA","01887","CSA Pick-up Days: Thursday, Starting in June.","farmerdaves.csaware.com/store/","978-349-1952",
"Oake Knoll Farms","70 North Street","Foxborough","MA","02035","Local dairy farm that offers harvested grass fed raw milk, cheese, beef along with veal. Farm stand open daily from 10am-6pm.","www.oakeknollfarms.com/","(866) 472-9645",
"Walsh's Greenhouse","225 Main Street","Norfolk","MA","02056","Family run greenhouse since 1987! Grow all our own annuals, veggies, perennials, mums, and cut flowers too!","www.facebook.com/WalshsGreenhouse/","508 528-3387",
"Northeast Nursery","234 Newbury Street","Peabody","MA","01960","For over 39 years Northeast Nursery has been supplying landscapers and homeowners with the finest bulk goods, plant materials, and gardening supplies that the industry has to offer.  Design Services and In Store Consultation. A designer is always on hand to help you create your perfect masterpiece, or simply choose from our collection of pre-planted containers.","www.northeastnursery.com/","(978) 535-6550",
"MacArthur Farm","137 Concord Street","Holliston","MA","01746","Prize winning tomatoes and farm fresh fruits and vegetables, bedding plants, perennials, hanging plants, potted and vegetable plants. Mums, pumpkins, fall decorations, Christmas trees, wreaths, roping and poinsettias. 

Open May to November: daily from 8:30 am-6:30 pm. Produce starting in June. October and November hours: 9:00 am - 6:00 pm. Open in December for Christmas Trees only, 7 days a week, 9:00 am to 9:00 pm. ","www.macarthurfarm.com","(508) 429-4873",
"Camp Sewataro","One Liberty Ledge","Sudbury ","MA","01776","Traditional day camp with on site riding lessons","www.sewataro.com","(508)259-0901",
"Brooksby Farm","54 Felton Street","Peabody","MA","01960","Pick-your-own strawberries, blueberries, peaches and apples; walking trails; cross-country ski area & rentals; hayrides; retail store; Harvest Festival; pumpkins; gift baskets. Close to historic Salem and its attractions. Have your Birthday party here. Call the store for daily picking information 

","www.brooksbyfarm.org","(978) 531-7456",
"Holmestead Harvest","30 Temple Street","Whitman","MA","02382","","www.holmesteadharvest.com/","(774) 240-7581",
"Griggs Farm","599 Boston Road","Billerica","MA","01821","58 acre farm established 1943. Greenhouse, plants, vegetables for retail and wholesale.","www.griggsfarmbillerica.com","(978) 667-9111",
"Merrimack Valley Apiaries","96 Dudley Road","Billerica","MA","01821","Honeybee Farm - wholesale + pail + jar honey.","www.mvabeepunchers.com","(978) 667-5380",
"Digger Foods Mobile Market","1380 Main Street","Brockton","MA","02301","Campello High Rise; Tuesday, 12:30 pm - 2:30 pm. ","www.diggerfoods.org","",
"Arcadian Farms","258 Norfolk Street","Holliston","MA","01746","Annuals, perennials, fresh corn, apples, peaches, pears, fresh cider.","www.arcadianfarms.com/","(508) 429-4439",
"Marblehead Gardens","164 W Shore Dr","Marblehead","MA","01945","Extensive range of plants, products, materials, and supplies we have available. Local delivery is available for certain products.","www.marbleheadgardens.com","(781) 631-8558",
"Marblehead Farmers' Market","217 Pleasant St. ","Marblehead","MA","01945","Veterans Middle School; Dates & Time: June 1 to November 23; Saturday, 9:00 am - Noon; WIC & Senior Coupons Accepted;  EBT-SNAP Accepted.

 ","www.marbleheadfm.com","",
"Greenwood Tree Farm","96 Dudley Rd","Billerica","MA","01821","Tree farms with a scenic location featuring colonial farmhouse and Christmas shop. Free hot cider, and tasting of our own honey. A traditional Christmas experience. Dogs are welcome on a leash. Stroll through our fields with your family, and make this your family tradition like so many others. ","www.greenwoodtreefarm.com","(978) 667-5380",
"Happy Goats Farm","400 Norfolk St.","Holliston","MA","01746","Milk is available daily in the self serve sales room at the farm. Message Diana at 617-272-0170 if you have a larger order, or would like your milk in a glass jar. Goat milk soap and herbal tinctures.","www.happygoatsfarm.com/","617-272-0170",
"Beverly Bees","24 New Derby Street #2","Salem","MA","01970","100% Pure Raw Honey from local Massachusetts hives; hand poured beeswax candles; honey and beeswax lip balms and lotions from our own bees. We sell at farmer%u2019s markets, online and at our farm stand in Salem. Open from Wednesday to Sunday 11:00 am - 6:00 pm.
","www.beverlybees.com","(978) 778-8276",
"Sweet Autumn Farm","180 Prospect Street","Carlisle","MA","01741","Certified organic veggies, seedlings, chicken eggs and duck eggs. Farm stand hours: Tues. 2-6pm, Sat. 10-2pm.
","","(978) 287-0025",
"Salem Farmers' Market","Derby Square","Salem","MA","01970","Dates and Time: June 13 to October 10; Thursday, 3:00 pm - 7:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted.","www.salemfarmersmarket.org","",
"Barrett's Mill Farm","449 Barretts Mill Road","Concord ","MA","01742","Grow over 50 types of vegetables on the historic McGrath Farmstead, which we lease from the town of Concord. Produce is grown using sustainable methods and sold through our farm stand and CSA. Farm stand generally open Late May to last Saturday in October. Check website for days and hours. 

CSA products offered: Vegetables, fruit and flowers
CSA Pickup(s): On Farm Tuesdays, Thursdays and Saturdays
CSA Pickup Days: Tuesday, Thursday, Saturday, Starting in June
","www.barrettsmillfarm.com","(978) 254-5609",
"Marshall Farms","171 Harrington Ave","Concord ","MA","01742","Specialize in annuals and perennials, freshly grown produce, including an extensive selection of heirloom tomatoes in season. Firewood and seasonal items such as Christmas trees. Open 7 days a week, 9-6 from May-December.","www.marshall-farms.com","(978) 369-4069",
"Kanes Flower World","64 Andover Street","Danvers","MA","01923","Family owned and operated full service garden center. Opened in 1964. 10-acre property with 17 greenhouses. Kanes slogan "Nobody Beats our Quality." ","www.facebook.com/KanesFlowerWorld/","(978) 774-6911",
"Salt Box Nursery","562 Boston Road","Billerica","MA","01821","Great selection of seasonal perennials as well as roses, vines, flowering trees and shrubs and so much more.","www.saltboxnursery.com","(978) 663-4348",
"Eastleigh Farm","1062 Edmands Rd","Framingham","MA","01701","Ice cream, wagon rides, farm animals, and picnic area. Visit and enjoy the summer farmers market, music festival, and more - Love hosting events for our community! Best way to contact is to email eastleighfarmcow@gmail.com","eastleighfarm.com","(508) 656-0063",
"Foxboro Farmers Market","Town Common","FOXBORO","MA","02035","Dates & Time: June 1 to September 7; Thursday, 5:00 pm - 8:00 pm.","www.facebook.com/Foxboroughfarmersmarket/","",
"Beaver Brook Farm","645 Summer Street","East Bridgewater","MA","02333","PYO pumpkins and ceramic products seasonal. Hay rides.","beaverbrookfarm.wordpress.com/","(508) 583-0502",
"Ashland Farmers' Market","125 Front Street-Across from the Ashland Public Library","Ashland","MA","01721","Dates & Time: June 8 to October 19; Saturday, 9:00 am - 1:00 pm; WIC & Senior Coupons Accepted; EBT-SNAP Accepted. 

","www.ashlandfarmersmarket.org","",
"Honey Pot Maple Farm","28 Marjorie Rd","Wilmington","MA","01887","Apiary, pollination services, Honey, and maple syrup production. Open by appt. only.","www.honeypotmaplefarm.com/","(978) 361-0808",
"Scituate Farmers' Market","655 Chief Justice Cushing Hwy.","Scituate","MA","02066","Acres to Grow Farm: Dates & Time: Last Friday of the month, June to July; 4:00 pm - 8:00 pm; WIC & Senior Coupons Accepted.","www.facebook.com/ScituateFarmersMarket/","",
"Medway Winter Farmers Market","123 Holliston Street","Medway","MA","02053","Medway VFW; Dates and Time: Bi-Weekly, November 16 to April 18; Thursday, 2:00 pm - 6:00 pm.","","",
"Saltbox Farm","40 Westford Road","Concord ","MA","01742","Offer a wide variety of vegetables, raise sheep, chickens and bees. Offer catering, and cooking classes.","www.saltboxfarmconcord.com ","(978) 610-6020",
"Stearns Farm CSA","862 Edmands Road","Framingham","MA","01701","Strive to preserve the historic Stearns farm as a sustainable garden while providing locally and naturally grown food in partnership between the land, the farmer, and the community.

CSA Products offered: Vegetables, Berries, Flowers
Pickup(s): On Farm ","www.stearnsfarmcsa.org","(508) 202-0367",
"Redbrook Farm","153 Brooks Place","West Bridgewater","MA","02379","Boarding stable where Western riding lessons are giving. Riding rings, miles of trails. All levels of riders from beginner to advanced. We compete in Rodeo and Barrel racing and Cattle Sorting events.","","(774) 259-9964",
"Lyon Landscape Nursery","250 Bent St","Franklin","MA","02038","Choose and cut Christmas Trees.","lyonlandscapenursery.com/","(508) 533-4085",
"Hanson Farm","20 Nixon Road","Framingham","MA","01701","Fifth generation family farm offering PYO - strawberries, blueberries, raspberries, pumpkins, flowers. Growing 180 varieties of fruits and vegetables offered at our roadside stand and farmers' markets. C.S.A. shares available. Herb and vegetable seedlings in spring. Hayrides, Corn Maze and Haunted House, Horse boarding. Check our website for festivals/current events.
Open May through October, Monday - Saturday 9:00 am - 6:00 pm (closes at 5:30 pm on Sundays).
CSA Products offered: Vegetables
Pickup(s): On Farm","Hansonsfarmframingham.com","(508) 877-1658",
"Carlisle Farmers' Market","343 Bedford Rd-Kimballs Ice Cream Stand, Rt. 225","Carlisle","MA","01741","Dates & Time: June 24 to October 7; Saturday, 8:00 am - Noon; WIC & Senior Coupons Accepted. ","www.carlislefarmersmarket.org","",
"Indian Rock Farm","25 Prospect Street","Foxborough","MA","02035","We offer choose and cut Christmas trees.  We grow only fraser fir, balsam fir, and concolor fir varities for choose and cut sales. We also make our own wreaths and swags.   We are open weekends only starting with the first weekend after Thanksgiving.  We also have an antique sleigh in which people can sit and take pictures.","www.indianrockfarm.com","(508) 543-7081",
"Clark Farm","163 Hobart Street","Danvers","MA","01923","Historic 1728 Farm. Vegetables, cut flowers, and herb crops grown on our farm for Farmers Markets at Salem, Marblehead, and Swampscott. Limited sales at our farmstand by the street. Compost, loam and bark mulch are sold on site or delivered to local towns. 
","www.clarkfarmdanvers.com","(978) 774-0550",
"Franklin Winter Farmers Market","887 Lincoln Street","Franklin","MA","02038","Fairmount Fruit Farm; Dates & Time:11/18, 12/2, 12/16, 1/6, 1/20, 2/3, 2/17, 3/2, 3/16; Saturday, 10:00 am - 2:00 pm.
","www.fairmountfruit.com/farmer-s-market","",
"Outpost Farm","300 Prentice Street","Holliston","MA","01746","Turkey farm producing own fresh dressed or ready to serve roasted turkey, turkey pot pies, turkey sandwiches and fruit pies for take out services. Have a picnic area in September as well as farm grown pumpkins, apples, corn and tomatoes.

CSA Products offered: Vegetables
Pickup(s): On Farm ","www.outpostfarm.net","(508) 429-5244",
"Fairmount Fruit Farm","885 Lincoln Street","Franklin","MA","02038","Bedding plants, combination pots, hanging baskets, perennials. Open April - December daily 9 am - 5 pm. ","www.fairmountfruit.com/","(508) 533-8737",
"Clark Farm Market","201 Bedford Road","Carlisle","MA","01741","USDA Certified Organic Farm offering local produce, pasture-raised meats, dairy and dry goods.","www.clarkfarmmarket.com","(978) 254-5427",
"Patrick Lyons Greenhouses","303 Central Street","Foxborough","MA","02035","","www.facebook.com/pages/Lyons%20Greenhouses/186588558135818/","(508) 543-4113",
"Stonecroft Farm","108 Belmont Street","West Bridgewater","MA","02379","Beginner to advanced lessons on quality horses and ponies that are competitive at the local "A" shows. Starting at ages 4 and up. Teach correct Dressage flat basics that enable students to be successful at Jumping or to higher Dressage levels. Workshops","www.ridestonecroft.com","(508) 587-3758",
"Curran Brothers Greenhouses, Inc.","15 Park Street","Danvers","MA","01923","Retail Florists and Greenhouses.","www.curransflowers.com/","(978) 774-1446",
"Medway Community Farm","50 Winthrop St","Medway","MA","02053","Enrollment for 2024 CSA is now open! Stand will reopen in April of 2024.","www.medwaycommunityfarm.org","(508) 321-1286",
"Richardson's Farms","156 South Main Street","Middleton","MA","01949","Over 300 years old, this dairy farm produces their own milk and ice cream which is served at their ice cream stand year-round. Also on site is a driving range, batting cages, mini-golf, and an all season dining room and outdoor patio.","www.richardsonsicecream.com","(978) 774-5450",
"Guerrini Landscape, Inc.","703 East Street (Rte 106)","Mansfield","MA","02031","","","508 339-2220",
"Cucurbit Farm","32 Parker Street","Acton","MA","01720","Our roots come from the Christopherson family dating back to 1896. Farm began on School St. and has remained in the family through what is now the current 4th and 5th generations. Grow annuals, perennials, tomatoes, corn, pumpkins and a wide variety of vegetables.","www.cucurbitfarm.com/","(978) 621-7054",
